step_index,solve_time_s
180,0.000009260
181,0.000019601
182,0.000008891
183,0.000007252
184,0.000020198
185,0.000011381
186,0.000008853
187,0.000023106
188,0.000008975
189,0.000007167
190,0.000025037
191,0.000011051
192,0.000007017
193,0.000022527
194,0.000011107
195,0.000006890
196,0.000021533
197,0.000012027
198,0.000008926
199,0.000021033
200,0.000011371
201,0.000007250
202,0.000021917
203,0.000011118
204,0.000008287
205,0.000034557
206,0.000013169
207,0.000006918
208,0.000024078
209,0.000010515
210,0.000006781
211,0.000019338
212,0.000008771
213,0.000007434
214,0.000019972
215,0.000009069
216,0.000008537
217,0.000019235
218,0.000016740
219,0.000006862
220,0.000021020
221,0.000012976
222,0.000008516
223,0.000019390
224,0.000011136
225,0.000006976
226,0.000019559
227,0.000011335
228,0.000007366
229,0.000020551
230,0.000009220
231,0.000006966
232,0.000022390
233,0.000011523
234,0.000007170
235,0.000027265
236,0.000010980
237,0.000008565
238,0.000020261
239,0.000011784
240,0.000006680
241,0.000044837
242,0.000010875
243,0.000007494
244,0.000021274
245,0.000009815
246,0.000007513
247,0.000020750
248,0.000011144
249,0.000006455
250,0.000025920
251,0.000012132
252,0.000009639
253,0.000022603
254,0.000013730
255,0.000007908
256,0.000021607
257,0.000010946
258,0.000009396
259,0.000032885
260,0.000011860
261,0.000008440
262,0.000021936
263,0.000009295
264,0.000006822
265,0.000025652
266,0.000010671
267,0.000006611
268,0.000030275
269,0.000011750
270,0.000006751
271,0.000025826
272,0.000012226
273,0.000010546
274,0.000022084
275,0.000011653
276,0.000007406
277,0.000024887
278,0.000012282
279,0.000006585
280,0.000026882
281,0.000009332
282,0.000007399
283,0.000024280
284,0.000012348
285,0.000007039
286,0.000020305
287,0.000011427
288,0.000009174
289,0.000027018
290,0.000011205
291,0.000006558
292,0.000030672
293,0.000009032
294,0.000007019
295,0.000027865
296,0.000012028
297,0.000007688
298,0.000022590
299,0.000009292
300,0.000007177
301,0.000030268
302,0.000017186
303,0.000010136
304,0.000028238
305,0.000011762
306,0.000007302
307,0.000028078
308,0.000012243
309,0.000009096
310,0.000022113
311,0.000011821
312,0.000009280
313,0.000034340
314,0.000011764
315,0.000010569
316,0.000027991
317,0.000011173
318,0.000010050
319,0.000023059
320,0.000022625
321,0.000007394
322,0.000027236
323,0.000011667
324,0.000007692
325,0.000030044
326,0.000012296
327,0.000008344
328,0.000025282
329,0.000011986
330,0.000006959
331,0.000026871
332,0.000011873
333,0.000007189
334,0.000028468
335,0.000012194
336,0.000007403
337,0.000030482
338,0.000009544
339,0.000008258
340,0.000030873
341,0.000011213
342,0.000009108
343,0.000022891
344,0.000011232
345,0.000007300
346,0.000025724
347,0.000011116
348,0.000007069
349,0.000037710
350,0.000009465
351,0.000010309
352,0.000029880
353,0.000011918
354,0.000007845
355,0.000027849
356,0.000012357
357,0.000007077
358,0.000027533
359,0.000012206
360,0.000010029
361,0.000028153
362,0.000011539
363,0.000012494
364,0.000025759
365,0.000009945
366,0.000026352
367,0.000022074
368,0.000011320
369,0.000008434
370,0.000026712
371,0.000010224
372,0.000007811
373,0.000029668
374,0.000008924
375,0.000007469
376,0.000037240
377,0.000009932
378,0.000007532
379,0.000028344
380,0.000012004
381,0.000010249
382,0.000031243
383,0.000009462
384,0.000007324
385,0.000025380
386,0.000011859
387,0.000006913
388,0.000023588
389,0.000012313
390,0.000007118
391,0.000023836
392,0.000012583
393,0.000020679
394,0.000040654
395,0.000011962
396,0.000012569
397,0.000054731
398,0.000011177
399,0.000008442
400,0.000029365
401,0.000012099
402,0.000006645
403,0.000025317
404,0.000009416
405,0.000007352
406,0.000024201
407,0.000011553
408,0.000007250
409,0.000040412
410,0.000011438
411,0.000009702
412,0.000020662
413,0.000010829
414,0.000006999
415,0.000023531
416,0.000011971
417,0.000006596
418,0.000035916
419,0.000012223
420,0.000007038
421,0.000024908
422,0.000011447
423,0.000008038
424,0.000026590
425,0.000009247
426,0.000007013
427,0.000023445
428,0.000011478
429,0.000006748
430,0.000023224
431,0.000010558
432,0.000007366
433,0.000024840
434,0.000011427
435,0.000009153
436,0.000020933
437,0.000012087
438,0.000008314
439,0.000046053
440,0.000011782
441,0.000009128
442,0.000022021
443,0.000011313
444,0.000008752
445,0.000020744
446,0.000011649
447,0.000009233
448,0.000024052
449,0.000009036
450,0.000007328
451,0.000021839
452,0.000008792
453,0.000006982
454,0.000026091
455,0.000008868
456,0.000007006
457,0.000021523
458,0.000008688
459,0.000006779
460,0.000019445
461,0.000015014
462,0.000009067
463,0.000019930
464,0.000011942
465,0.000007164
466,0.000020174
467,0.000011881
468,0.000010154
469,0.000019986
470,0.000010607
471,0.000008683
472,0.000021889
473,0.000011073
474,0.000008745
475,0.000018601
476,0.000011533
477,0.000006784
478,0.000019378
479,0.000011756
480,0.000006686
481,0.000047075
482,0.000010384
483,0.000006258
484,0.000031799
485,0.000011179
486,0.000007160
487,0.000020768
488,0.000011928
489,0.000009046
490,0.000020104
491,0.000008641
492,0.000007240
493,0.000019954
494,0.000011194
495,0.000008687
496,0.000020116
497,0.000024600
498,0.000007096
499,0.000032237
500,0.000009759
501,0.000010560
502,0.000020530
503,0.000011284
504,0.000007064
505,0.000020627
506,0.000011566
507,0.000010044
508,0.000022717
509,0.000009679
510,0.000007421
511,0.000026843
512,0.000012014
513,0.000014740
514,0.000022120
515,0.000010637
516,0.000006203
517,0.000021822
518,0.000011310
519,0.000008638
520,0.000025017
521,0.000011442
522,0.000007083
523,0.000021715
524,0.000010877
525,0.000009182
526,0.000024208
527,0.000009664
528,0.000007355
529,0.000021815
530,0.000008630
531,0.000007100
532,0.000019888
533,0.000010871
534,0.000006752
535,0.000020818
536,0.000011772
537,0.000006930
538,0.000019458
539,0.000008981
540,0.000009341
541,0.000021174
542,0.000011441
543,0.000008570
544,0.000024630
545,0.000013680
546,0.000006613
547,0.000021444
548,0.000008998
549,0.000007011
550,0.000024407
551,0.000011379
552,0.000009433
553,0.000027124
554,0.000008925
555,0.000006526
556,0.000022104
557,0.000009113
558,0.000018486
559,0.000021680
560,0.000021895
561,0.000007598
562,0.000024759
563,0.000009260
564,0.000006756
565,0.000024355
566,0.000013975
567,0.000009098
568,0.000020608
569,0.000011122
570,0.000007024
571,0.000019759
572,0.000011467
573,0.000006966
574,0.000020132
575,0.000010155
576,0.000007069
577,0.000020003
578,0.000012049
579,0.000007353
580,0.000021560
581,0.000008476
582,0.000006784
583,0.000024733
584,0.000011640
585,0.000007121
586,0.000027571
587,0.000011635
588,0.000007513
589,0.000023866
590,0.000011721
591,0.000007935
592,0.000023057
593,0.000011233
594,0.000009552
595,0.000024411
596,0.000011714
597,0.000007188
598,0.000024432
599,0.000011501
600,0.000007248
601,0.000025507
602,0.000011623
603,0.000007466
604,0.000023965
605,0.000012502
606,0.000007402
607,0.000021165
608,0.000011500
609,0.000010122
610,0.000020651
611,0.000011183
612,0.000009925
613,0.000020797
614,0.000009233
615,0.000006842
616,0.000020531
617,0.000011688
618,0.000007211
619,0.000022969
620,0.000011144
621,0.000006735
622,0.000020280
623,0.000011729
624,0.000007001
625,0.000020279
626,0.000011192
627,0.000007289
628,0.000019945
629,0.000012032
630,0.000008724
631,0.000019770
632,0.000011398
633,0.000007241
634,0.000019368
635,0.000008694
636,0.000006923
637,0.000021816
638,0.000008806
639,0.000007126
640,0.000020462
641,0.000009491
642,0.000010295
643,0.000019431
644,0.000016626
645,0.000026296
646,0.000019761
647,0.000011106
648,0.000009004
649,0.000019765
650,0.000011394
651,0.000007346
652,0.000021261
653,0.000012076
654,0.000008763
655,0.000020200
656,0.000011512
657,0.000007386
658,0.000019978
659,0.000011113
660,0.000006784
661,0.000019923
662,0.000013010
663,0.000009397
664,0.000020023
665,0.000008796
666,0.000006555
667,0.000023829
668,0.000011560
669,0.000006658
670,0.000019807
671,0.000010408
672,0.000008878
673,0.000021464
674,0.000011626
675,0.000009317
676,0.000022994
677,0.000008732
678,0.000007064
679,0.000019883
680,0.000011194
681,0.000008695
682,0.000021597
683,0.000011338
684,0.000008843
685,0.000021953
686,0.000012046
687,0.000009451
688,0.000021099
689,0.000011522
690,0.000006853
691,0.000023010
692,0.000011625
693,0.000008756
694,0.000020382
695,0.000009941
696,0.000007745
697,0.000038087
698,0.000009143
699,0.000006824
700,0.000030347
701,0.000011443
702,0.000009072
703,0.000024968
704,0.000008822
705,0.000007147
706,0.000025397
707,0.000011000
708,0.000009134
709,0.000020838
710,0.000011915
711,0.000007359
712,0.000020840
713,0.000010772
714,0.000007161
715,0.000019695
716,0.000011269
717,0.000006945
718,0.000018745
719,0.000011076
720,0.000008755
721,0.000022553
722,0.000009374
723,0.000006553
724,0.000022618
725,0.000011512
726,0.000009003
727,0.000022710
728,0.000011722
729,0.000007447
730,0.000022274
731,0.000011939
732,0.000007079
733,0.000020728
734,0.000010870
735,0.000006664
736,0.000023883
737,0.000013129
738,0.000007502
739,0.000022606
740,0.000013101
741,0.000007163
742,0.000022571
743,0.000011241
744,0.000007723
745,0.000020445
746,0.000015287
747,0.000007093
748,0.000021304
749,0.000011630
750,0.000007782
751,0.000023523
752,0.000011761
753,0.000006758
754,0.000019707
755,0.000011478
756,0.000007325
757,0.000024792
758,0.000011767
759,0.000007511
760,0.000041013
761,0.000013244
762,0.000007839
763,0.000030680
764,0.000011672
765,0.000007057
766,0.000027040
767,0.000010011
768,0.000007277
769,0.000027586
770,0.000012997
771,0.000007573
772,0.000035016
773,0.000012435
774,0.000009214
775,0.000029443
776,0.000012902
777,0.000010270
778,0.000026493
779,0.000012292
780,0.000009773
781,0.000024884
782,0.000012291
783,0.000007242
784,0.000048431
785,0.000012946
786,0.000007617
787,0.000030235
788,0.000012495
789,0.000009782
790,0.000022769
791,0.000012002
792,0.000007727
793,0.000020159
794,0.000011354
795,0.000007840
796,0.000021106
797,0.000011574
798,0.000009958
799,0.000029764
800,0.000009774
801,0.000008389
802,0.000019855
803,0.000008782
804,0.000007174
805,0.000021413
806,0.000010152
807,0.000006744
808,0.000029900
809,0.000011265
810,0.000009249
811,0.000025100
812,0.000011880
813,0.000009882
814,0.000027036
815,0.000012807
816,0.000009428
817,0.000021961
818,0.000012144
819,0.000009290
820,0.000021902
821,0.000009336
822,0.000029966
823,0.000050089
824,0.000011614
825,0.000009153
826,0.000020805
827,0.000009583
828,0.000007619
829,0.000020942
830,0.000008451
831,0.000006932
832,0.000023281
833,0.000008803
834,0.000006690
835,0.000020582
836,0.000011226
837,0.000009151
838,0.000019954
839,0.000011267
840,0.000007560
841,0.000019667
842,0.000009274
843,0.000007483
844,0.000021511
845,0.000011363
846,0.000033788
847,0.000020436
848,0.000008956
849,0.000007315
850,0.000023512
851,0.000009141
852,0.000008295
853,0.000019423
854,0.000017634
855,0.000012799
856,0.000022074
857,0.000017200
858,0.000006913
859,0.000023604
860,0.000011287
861,0.000009105
862,0.000021934
863,0.000011688
864,0.000009012
865,0.000019595
866,0.000023468
867,0.000008171
868,0.000021434
869,0.000017220
870,0.000009798
871,0.000022346
872,0.000009126
873,0.000007847
874,0.000019920
875,0.000011328
876,0.000008569
877,0.000019867
878,0.000008695
879,0.000006789
880,0.000035733
881,0.000012005
882,0.000009650
883,0.000024756
884,0.000011685
885,0.000012620
886,0.000022714
887,0.000011367
888,0.000006941
889,0.000019873
890,0.000020558
891,0.000008762
892,0.000021275
893,0.000010642
894,0.000008685
895,0.000022468
896,0.000009881
897,0.000007450
898,0.000022991
899,0.000010148
900,0.000007458
901,0.000021084
902,0.000011449
903,0.000008824
904,0.000026271
905,0.000011903
906,0.000007570
907,0.000025925
908,0.000011949
909,0.000006703
910,0.000020202
911,0.000011271
912,0.000007111
913,0.000022816
914,0.000011675
915,0.000007236
916,0.000028933
917,0.000011706
918,0.000011368
919,0.000023963
920,0.000009721
921,0.000006936
922,0.000024646
923,0.000011694
924,0.000007538
925,0.000020136
926,0.000010654
927,0.000007530
928,0.000021665
929,0.000011138
930,0.000013109
931,0.000020536
932,0.000011876
933,0.000009192
934,0.000018962
935,0.000010961
936,0.000009155
937,0.000032283
938,0.000011811
939,0.000009219
940,0.000019815
941,0.000009278
942,0.000007172
943,0.000030720
944,0.000012440
945,0.000007316
946,0.000019501
947,0.000010238
948,0.000006845
949,0.000020142
950,0.000012374
951,0.000009068
952,0.000030157
953,0.000024787
954,0.000007586
955,0.000025925
956,0.000011391
957,0.000007317
958,0.000022544
959,0.000009529
960,0.000007171
961,0.000027907
962,0.000011554
963,0.000009229
964,0.000023918
965,0.000009816
966,0.000010443
967,0.000037283
968,0.000011594
969,0.000006789
970,0.000027893
971,0.000011272
972,0.000008595
973,0.000026862
974,0.000012018
975,0.000007323
976,0.000028055
977,0.000012357
978,0.000009247
979,0.000026875
980,0.000011724
981,0.000009830
982,0.000026765
983,0.000012020
984,0.000008062
985,0.000028229
986,0.000012566
987,0.000007479
988,0.000025329
989,0.000009602
990,0.000007567
991,0.000026027
992,0.000015327
993,0.000009546
994,0.000025660
995,0.000011188
996,0.000007578
997,0.000025393
998,0.000012893
999,0.000008098
